template,count
[CH3;D1;+0:4]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].I-[Mg]-[CH3;D1;+0:4],18
[#8:7]-[C:6](=[O;D1;H0:8])/[C:4](-[C:5])=[CH;D2;+0:3]\[CH2;D2;+0:1]-[C:2]>>Br-[Mg]-[CH2;D2;+0:1]-[C:2].I/[CH;D2;+0:3]=[C:4](/[C:5])-[C:6](-[#8:7])=[O;D1;H0:8],18
[C:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>Cl-[CH2;D2;+0:1]-[C:2].[Mg+]-[c;H0;D3;+0:3](:[c:4]):[c:5],18
[c:2]:[c;H0;D3;+0:1](:[c:3])-[CH2;D2;+0:4]-[c:5]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[CH2;D2;+0:4]-[c:5],18
[#8:5]-[C:4]-[CH2;D2;+0:3]-[CH;D2;+0:1]=[C;D1;H2:2]>>Br-[Mg]-[CH;D2;+0:1]=[C;D1;H2:2].I-[CH2;D2;+0:3]-[C:4]-[#8:5],18
[#8:4]-[C:3](=[O;D1;H0:5])-[C@@H;D3;+0:1](-[C;D1;H3:2])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Br-[CH;D3;+0:1](-[C;D1;H3:2])-[C:3](-[#8:4])=[O;D1;H0:5].Br-[Mg]-[c;H0;D3;+0:6](:[c:7]):[c:8],18
[#7;a:4]:[c;H0;D3;+0:3](:[c:5])-[CH2;D2;+0:1]-[C;D1;H3:2]>>Br-[Mg]-[CH2;D2;+0:1]-[C;D1;H3:2].Cl-[c;H0;D3;+0:3](:[#7;a:4]):[c:5],18
[#7;a:4]:[c;H0;D3;+0:3](-[CH2;D2;+0:1]-[C:2]):[c:5]:[#7;a:6]>>Br-[Mg]-[CH2;D2;+0:1]-[C:2].Cl-[c;H0;D3;+0:3](:[#7;a:4]):[c:5]:[#7;a:6],18
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[CH2;D2;+0:4]-[c:5]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].Cl-[Mg]-[CH2;D2;+0:4]-[c:5],18
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].F-[c;H0;D3;+0:4](:[c:5]):[c:6],17
