template,count
[CH2;D1;+0:3]=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[CH2;D1;+0:3]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,29
[#8:5]-[C:6](=[O;D1;H0:7])/[CH;D2;+0:8]=[CH;D2;+0:1]/[C:2].[C:4]-[OH;D1;+0:3]>>O-[CH;D3;+0:1](-[C:2])-[O;H0;D2;+0:3]-[C:4].[#8:5]-[C:6](=[O;D1;H0:7])-[CH;D2;+0:8]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,28
[#8:4]-[C:5](=[O;D1;H0:6])-[CH;D2;+0:7]=[CH;D2;+0:1]-[C:2]-[#8:3]>>O=[CH;D2;+0:1]-[C:2]-[#8:3].[#8:4]-[C:5](=[O;D1;H0:6])-[CH;D2;+0:7]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,28
[#8:5]-[C:4](=[O;D1;H0:6])-[C:3]-[C;H0;D3;+0:1](-[C:2])=[CH2;D1;+0:7]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]-[C:4](-[#8:5])=[O;D1;H0:6].[CH3;D1;+0:7]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,27
[#7;a:4]:[c:3]:[c:2]/[CH;D2;+0:1]=[CH;D2;+0:8]/[C:6](-[#8:5])=[O;D1;H0:7]>>O=[CH;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[#8:5]-[C:6](=[O;D1;H0:7])-[CH;D2;+0:8]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,27
[#8:3]-[C:4](=[O;D1;H0:5])/[C;H0;D3;+0:6](-[C:7])=[CH;D2;+0:1]/[c:2]>>O=[CH;D2;+0:1]-[c:2].[#8:3]-[C:4](=[O;D1;H0:5])-[C;H0;D3;+0:6](-[C:7])=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,26
[C:2]/[CH;D2;+0:1]=[CH;D2;+0:4]/[c:3]>>O=[CH;D2;+0:1]-[C:2].[c:3]-[CH2;D2;+0:4]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,26
[O;D1;H0:3]=[C:4]-[CH;D2;+0:5]=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[O;D1;H0:3]=[C:4]-[CH;D2;+0:5]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,26
[C:2]/[CH;D2;+0:1]=[C;H0;D3;+0:4](\[C;D1;H3:3])-[C:5]=[O;D1;H0:6]>>O=[CH;D2;+0:1]-[C:2].[C;D1;H3:3]-[C;H0;D3;+0:4](-[C:5]=[O;D1;H0:6])=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,26
[#8:3]-[C:2](=[O;D1;H0:4])/[CH;D2;+0:1]=[CH;D2;+0:5]/[c:6]>>Br-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].O=[CH;D2;+0:5]-[c:6],26
[#8:3]-[C:4](=[O;D1;H0:5])/[C;H0;D3;+0:6](-[C:7])=[CH;D2;+0:1]/[C:2]>>O=[CH;D2;+0:1]-[C:2].[#8:3]-[C:4](=[O;D1;H0:5])-[C;H0;D3;+0:6](-[C:7])=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,25
[C:2]/[CH;D2;+0:1]=[CH;D2;+0:4]\[C;D1;H3:3]>>O=[CH;D2;+0:1]-[C:2].[C;D1;H3:3]-[CH2;D2;+0:4]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,24
[C;D1;H3:3]-[C:4](=[O;D1;H0:5])/[CH;D2;+0:6]=[CH;D2;+0:1]/[c:2]>>O=[CH;D2;+0:1]-[c:2].[C;D1;H3:3]-[C:4](=[O;D1;H0:5])-[CH;D2;+0:6]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,24
[#8:3]-[C:2]-[C;H0;D3;+0:1](=[CH2;D1;+0:6])-[C:4]-[#8:5]>>O=[C;H0;D3;+0:1](-[C:2]-[#8:3])-[C:4]-[#8:5].[CH3;D1;+0:6]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,24
[#8:3]-[CH;D2;+0:4]=[CH;D2;+0:1]-[C:2]>>O=[CH;D2;+0:1]-[C:2].[#8:3]-[CH;D2;+0:4]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,23
[#7;a:4]:[c:3]:[c:2]-[CH;D2;+0:1]=[CH2;D1;+0:5]>>O=[CH;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[CH3;D1;+0:5]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,22
[#8:4]-[CH;D2;+0:5]=[C;H0;D3;+0:1](-[C:2])-[c:3]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3].[#8:4]-[CH2;D2;+0:5]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,22
[#8:3]-[C:2](=[O;D1;H0:4])/[CH;D2;+0:1]=[CH;D2;+0:5]/[C:6]>>C-C-O-P(=O)(-O-C-C)-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].O=[CH;D2;+0:5]-[C:6],22
[#8:3]-[C:2]-[CH;D2;+0:1]=[CH2;D1;+0:4]>>O=[CH;D2;+0:1]-[C:2]-[#8:3].[CH2;D1;+0:4]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,22
[C:2]-[CH;D2;+0:1]=[C;H0;D3;+0:4](-[C;D1;H3:3])-[C;D1;H3:5]>>O=[CH;D2;+0:1]-[C:2].[C;D1;H3:3]-[C;H0;D3;+0:4](-[C;D1;H3:5])=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,22
[C:2]-[CH;D2;+0:1]=[CH;D2;+0:6]-[C:4](-[C;D1;H3:3])=[O;D1;H0:5]>>O=[CH;D2;+0:1]-[C:2].[C;D1;H3:3]-[C:4](=[O;D1;H0:5])-[CH;D2;+0:6]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,22
[#8:3]-[C:4](=[O;D1;H0:5])/[C;H0;D3;+0:6](-[C;D1;H3:7])=[CH;D2;+0:1]/[c:2]>>O=[CH;D2;+0:1]-[c:2].[#8:3]-[C:4](=[O;D1;H0:5])-[C;H0;D3;+0:6](-[C;D1;H3:7])=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,22
[#8:4]-[C:5](=[O;D1;H0:6])-[CH;D2;+0:7]=[CH;D2;+0:1]-[C:2]=[C:3]>>O=[CH;D2;+0:1]-[C:2]=[C:3].[#8:4]-[C:5](=[O;D1;H0:6])-[CH;D2;+0:7]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,21
[#8:3]-[C:4](=[O;D1;H0:5])/[CH;D2;+0:6]=[CH;D2;+0:1]/[C:2]>>O-[CH2;D2;+0:1]-[C:2].[#8:3]-[C:4](=[O;D1;H0:5])-[CH;D2;+0:6]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,21
[#7;a:3]:[c:2]-[CH;D2;+0:1]=[CH2;D1;+0:4]>>O=[CH;D2;+0:1]-[c:2]:[#7;a:3].[CH3;D1;+0:4]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,21
[#7;a:3]:[#8;a:4]:[c:5]/[CH;D2;+0:6]=[CH;D2;+0:1]/[c:2]>>O=[CH;D2;+0:1]-[c:2].[#7;a:3]:[#8;a:4]:[c:5]-[CH2;D2;+0:6]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,21
