template,count
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].C-c1:c:c:c(-S(=O)(=O)-O-[c;H0;D3;+0:4](:[c:5]):[c:6]):c:c:1,10
[C:3]/[C:2]=[CH;D2;+0:1]/[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-[Si](-C)(-O)/[CH;D2;+0:1]=[C:2]/[C:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6],10
[C:4]-[Si;H0;D4;+0:5](-[C;D1;H3:6])(-[C;D1;H3:7])-[O;H0;D2;+0:12]-[c:11]:[c:10]:[c;H0;D3;+0:8](:[c:9])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[Si;H0;D4;+0:5](-[C;D1;H3:6])(-[C;D1;H3:7])-[c;H0;D3;+0:8](:[c:9]):[c:10]:[c:11]-[OH;D1;+0:12],10
[C;D1;H2:5]=[CH;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C-[Si](-C)(-C)-O-[Si](-C)(-C=C)-[CH;D2;+0:4]=[C;D1;H2:5],10
[C:2]-[C;H0;D3;+0:1](=[C:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-[Si](-C)(-C-c1:c:c:c:c:c:1)-[C;H0;D3;+0:1](-[C:2])=[C:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6],10
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-S(=O)(=O)-[c;H0;D3;+0:4](:[c:5]):[c:6],10
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-[Si](-Cl)(-Cl)-[c;H0;D3;+0:1](:[c:2]):[c:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6],9
[C;D1;H2:2]=[CH;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>C-O-[Si](-O-C)(-O-C)-[CH;D2;+0:1]=[C;D1;H2:2].I-[c;H0;D3;+0:3](:[c:4]):[c:5],9
[#7;a:3]/[C:2]=[CH;D2;+0:1]/[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-C-O-[Si](-O-C-C)(-O-C-C)/[CH;D2;+0:1]=[C:2]/[#7;a:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6],9
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-O-[Si](-O-C)(-[c;H0;D3;+0:1](:[c:2]):[c:3])-c1:c:c:c:c:c:1.N-[c;H0;D3;+0:4](:[c:5]):[c:6],9
[OH;D1;+0:1]-[C:2]-[c:3]:[c;H0;D3;+0:4](:[c:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>C-C-[Si]1(-C-C)-[O;H0;D2;+0:1]-[C:2]-[c:3]:[c;H0;D3;+0:4]-1:[c:5].I-[c;H0;D3;+0:6](:[c:7]):[c:8],9
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-[Si](-C)(-O)-[c;H0;D3;+0:1](:[c:2]):[c:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6],9
[C:2]=[CH;D2;+0:1]/[CH;D2;+0:3]=[C;D1;H2:4]>>Br-[CH;D2;+0:1]=[C:2].C-C-O-[Si](-O-C-C)(-O-C-C)-[CH;D2;+0:3]=[C;D1;H2:4],9
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].C-S(=O)(=O)-O-[c;H0;D3;+0:4](:[c:5]):[c:6],9
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-C-O-[Si](-O-C-C)(-O-C-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].C-S(=O)(=O)-O-[c;H0;D3;+0:4](:[c:5]):[c:6],9
[c:2]:[c;H0;D3;+0:1](:[c:3])/[CH;D2;+0:4]=[C:5]/[c:6]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C-[Si](-C)(-C)-O-[Si](-C)(-C)/[CH;D2;+0:4]=[C:5]/[c:6],9
[C:4]/[C:3]=[C;H0;D3;+0:1](/[C;D1;H3:2])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>C-[Si](-C)(-O)/[C;H0;D3;+0:1](-[C;D1;H3:2])=[C:3]\[C:4].I-[c;H0;D3;+0:5](:[c:6]):[c:7],9
[C:2]=[C;H0;D3;+0:1](-[C:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-[Si](-C)(-C-c1:c:c:c:c:c:1)-[C;H0;D3;+0:1](=[C:2])-[C:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6],9
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:5](:[c:6]):[c:7],9
[#7:3]-[C;H0;D3;+0:2](=[O;H0;D1;+0:1])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-C(-C)(-C)-O-C(=[O;H0;D1;+0:1])-N(-[C;H0;D3;+0:2](=S)-[#7:3])-c1:c:c:c:c:c:1.C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:4](:[c:5]):[c:6],9
